number,trial_type,quantifier,Answer.condition,QUD,item,workerid,Answer.time_in_minutes,slide_number,context,response
four,one_slider,numeral,undefined,none,lions,369,0.66,3,without,0.41
four,one_slider,numeral,undefined,many,dinosaurs,370,1.2245333333333333,3,without,0.97
two,one_slider,numeral,undefined,many,butterflies,371,1.53735,3,without,0.99
two,one_slider,numeral,undefined,many,lions,372,2.09015,3,without,0.19
two,one_slider,every,undefined,all,butterflies,373,1.2512333333333334,3,with,0.59
four,one_slider,every,undefined,all,dinosaurs,374,1.3703,3,without,0.99
four,one_slider,numeral,undefined,none,butterflies,375,1.4061333333333332,3,with,0
two,one_slider,numeral,undefined,none,lions,376,3.4204833333333333,3,with,0.04
four,one_slider,every,undefined,many,dinosaurs,377,1.7271666666666667,3,with,0.02
four,one_slider,every,undefined,none,butterflies,378,1.32845,3,without,0.95
two,one_slider,numeral,undefined,none,frogs,379,1.5120333333333333,3,with,0
two,one_slider,numeral,undefined,many,dinosaurs,380,2.5664,3,with,0.13
four,one_slider,numeral,undefined,all,lions,381,7.2157,3,without,1
two,one_slider,numeral,undefined,many,frogs,382,1.4988,3,with,1
two,one_slider,numeral,undefined,none,dinosaurs,383,2.2756666666666665,3,without,0.03
four,one_slider,numeral,undefined,many,butterflies,384,2.26005,3,with,1
four,one_slider,numeral,undefined,many,dinosaurs,385,1.9254833333333334,3,without,0.97
four,one_slider,every,undefined,many,dinosaurs,386,1.8479333333333334,3,without,0.51
four,one_slider,every,undefined,none,frogs,387,1.1871833333333333,3,with,0.04
two,one_slider,numeral,undefined,many,lions,388,1.9889,3,with,0.71
two,one_slider,every,undefined,none,frogs,389,3.40855,3,without,0.83
four,one_slider,every,undefined,all,frogs,390,3.9547166666666667,3,with,0.97
two,one_slider,numeral,undefined,all,dinosaurs,391,1.9327666666666667,3,without,0.29
two,one_slider,every,undefined,none,butterflies,392,1.22255,3,with,0.13
two,one_slider,numeral,undefined,all,frogs,393,2.2702166666666668,3,without,0
two,one_slider,numeral,undefined,none,dinosaurs,394,6.8211,3,with,0.02
two,one_slider,numeral,undefined,many,butterflies,395,1.73415,3,without,0
four,one_slider,numeral,undefined,all,butterflies,396,1.2420666666666667,3,without,0.99
two,one_slider,numeral,undefined,all,frogs,397,0.7915666666666666,3,with,0
four,one_slider,every,undefined,all,dinosaurs,398,4.6482,3,with,0.98
four,one_slider,every,undefined,many,dinosaurs,399,1.2575833333333333,3,with,1
four,one_slider,every,undefined,none,dinosaurs,400,2.06865,3,with,0.14
four,one_slider,every,undefined,none,dinosaurs,401,0.9858833333333333,3,with,0.06
two,one_slider,every,undefined,none,dinosaurs,402,2.4814833333333333,3,without,0.07
two,one_slider,every,undefined,all,butterflies,403,1.5521666666666667,3,without,0.75
four,one_slider,every,undefined,all,frogs,404,9.152216666666666,3,with,1
four,one_slider,numeral,undefined,none,lions,405,1.2259666666666666,3,with,1
two,one_slider,every,undefined,all,butterflies,406,7.99865,3,with,0.19
two,one_slider,numeral,undefined,many,lions,407,2.9644666666666666,3,with,0
two,one_slider,every,undefined,many,lions,408,1.7832,3,with,0
two,one_slider,numeral,undefined,all,lions,409,1.3070166666666667,3,with,0.96
four,one_slider,numeral,undefined,all,frogs,410,1.4341,3,without,1
two,one_slider,numeral,undefined,many,butterflies,411,4.168816666666666,3,without,0
four,one_slider,every,undefined,all,butterflies,412,2.2254833333333335,3,with,0.36
four,one_slider,numeral,undefined,all,dinosaurs,413,1.57165,3,without,0.85
four,one_slider,numeral,undefined,none,lions,414,1.2756666666666667,3,without,0.96
four,one_slider,numeral,undefined,all,butterflies,415,2.4231,3,without,1
two,one_slider,every,undefined,all,dinosaurs,416,1.0581166666666666,3,without,0.11
four,one_slider,numeral,undefined,all,butterflies,417,1.29355,3,without,0.99
four,one_slider,numeral,undefined,all,dinosaurs,418,2.76965,3,with,0.96
four,one_slider,numeral,undefined,all,frogs,419,1.7098833333333334,3,without,0.99
four,one_slider,numeral,undefined,none,butterflies,420,1.3388166666666668,3,without,0.99
four,one_slider,every,undefined,none,dinosaurs,421,1.51915,3,without,0.16
two,one_slider,every,undefined,all,frogs,422,1.5440333333333334,3,with,0.97
two,one_slider,every,undefined,many,dinosaurs,423,1.3398833333333333,3,without,0.97
four,one_slider,every,undefined,many,frogs,424,1.4528333333333334,3,with,1
two,one_slider,numeral,undefined,all,lions,425,2.388733333333333,3,without,0
two,one_slider,numeral,undefined,all,lions,426,3.8066833333333334,3,without,0.75
two,one_slider,numeral,undefined,many,frogs,427,1.9643333333333333,3,without,0.82
two,one_slider,every,undefined,none,frogs,428,1.8813166666666667,3,without,0.01
four,one_slider,numeral,undefined,all,lions,429,2.3049,3,without,0.98
four,one_slider,numeral,undefined,none,lions,430,1.04425,3,with,1
four,one_slider,every,undefined,all,lions,431,2.6682166666666665,3,without,0.89
four,one_slider,numeral,undefined,none,dinosaurs,432,1.9207833333333333,3,with,0.5
four,one_slider,every,undefined,many,butterflies,433,1.1079333333333334,3,without,0.07
four,one_slider,numeral,undefined,all,lions,434,1.0905,3,with,1
two,one_slider,every,undefined,all,butterflies,435,1.0030333333333334,3,with,0.91
four,one_slider,numeral,undefined,none,frogs,436,0.8418,3,without,0.61
four,one_slider,numeral,undefined,many,frogs,437,2.311733333333333,3,with,0.97
two,one_slider,every,undefined,all,lions,438,1.6225833333333333,3,with,0.99
two,one_slider,numeral,undefined,none,butterflies,439,5.0858,3,without,0.78
four,one_slider,numeral,undefined,many,frogs,440,1.7972833333333333,3,with,0.96
four,one_slider,every,undefined,none,dinosaurs,441,2.7181,3,with,0.83
four,one_slider,numeral,undefined,none,frogs,442,0.90565,3,without,0.84
four,one_slider,every,undefined,none,lions,443,1.48355,3,with,0.99
two,one_slider,every,undefined,many,frogs,444,1.0041,3,without,0.97
two,one_slider,numeral,undefined,all,lions,445,1.2020833333333334,3,with,0
four,one_slider,every,undefined,many,butterflies,446,1.4903666666666666,3,with,0.51
four,one_slider,numeral,undefined,all,frogs,447,1.2224,3,without,0.94
two,one_slider,numeral,undefined,many,lions,448,1.7710833333333333,3,without,0
two,one_slider,every,undefined,many,frogs,449,1.62975,3,without,0.1
two,one_slider,every,undefined,many,frogs,450,1.86235,3,without,0
two,one_slider,every,undefined,none,dinosaurs,451,0.9052666666666667,3,without,0
two,one_slider,numeral,undefined,none,butterflies,452,0.94395,3,without,0.04
two,one_slider,numeral,undefined,none,lions,453,1.15965,3,without,0.05
four,one_slider,numeral,undefined,all,lions,454,2.2764333333333333,3,with,0.97
four,one_slider,numeral,undefined,many,frogs,455,4.816316666666666,3,without,0.6
two,one_slider,every,undefined,all,frogs,456,1.1446166666666666,3,without,1
two,one_slider,every,undefined,many,lions,457,1.6565333333333334,3,with,0
four,one_slider,every,undefined,all,lions,458,1.1018833333333333,3,without,1
two,one_slider,numeral,undefined,all,frogs,459,1.5485,3,without,0
two,one_slider,numeral,undefined,all,lions,460,6.604333333333333,3,with,0.63
four,one_slider,numeral,undefined,none,frogs,461,1.3448333333333333,3,with,0.9
two,one_slider,every,undefined,all,butterflies,462,1.3987666666666667,3,with,1
four,one_slider,numeral,undefined,all,frogs,463,1.2108666666666668,3,without,0.98
two,one_slider,numeral,undefined,none,frogs,464,2.2049,3,without,0
four,one_slider,every,undefined,none,butterflies,465,0.85945,3,with,1
four,one_slider,every,undefined,all,frogs,466,1.4848666666666666,3,without,0.97
four,one_slider,numeral,undefined,none,dinosaurs,467,1.3129833333333334,3,with,0.99
four,one_slider,every,undefined,many,frogs,468,2.5607,3,without,0
four,one_slider,every,undefined,none,dinosaurs,469,2.5391,3,with,0.07
two,one_slider,numeral,undefined,all,butterflies,470,1.33535,3,without,0.34
two,one_slider,numeral,undefined,many,lions,471,2.7429166666666664,3,without,0
two,one_slider,every,undefined,many,dinosaurs,472,1.9505,3,without,0.98
two,one_slider,numeral,undefined,all,frogs,473,2.0472333333333332,3,with,0.63
four,one_slider,every,undefined,many,frogs,474,1.4655,3,with,0.97
two,one_slider,numeral,undefined,many,lions,475,0.9919833333333333,3,with,0.01
four,one_slider,every,undefined,none,lions,476,1.6425833333333333,3,without,0.92
four,one_slider,numeral,undefined,all,dinosaurs,477,1.7476166666666666,3,with,0.97
two,one_slider,every,undefined,many,dinosaurs,478,1.2377833333333332,3,with,0.02
two,one_slider,every,undefined,many,butterflies,479,2.0105333333333335,3,with,0.69
four,one_slider,every,undefined,none,dinosaurs,480,2.1791,3,without,0.69
two,one_slider,every,undefined,none,lions,481,0.8044666666666667,3,without,0
four,one_slider,numeral,undefined,many,butterflies,482,1.7610166666666667,3,with,0.99
two,one_slider,every,undefined,many,frogs,483,1.5976833333333333,3,without,0
four,one_slider,every,undefined,many,dinosaurs,484,2.88575,3,without,0.57
four,one_slider,every,undefined,many,dinosaurs,485,1.3814166666666667,3,without,0.11
two,one_slider,every,undefined,all,dinosaurs,486,1.9414666666666667,3,without,0.98
two,one_slider,numeral,undefined,all,butterflies,487,2.0693,3,with,0.03
four,one_slider,every,undefined,all,butterflies,488,1.77625,3,with,0
two,one_slider,every,undefined,all,frogs,489,2.0609166666666665,3,with,0
two,one_slider,every,undefined,all,dinosaurs,490,1.4097,3,without,0.97
four,one_slider,every,undefined,none,frogs,491,1.9962666666666666,3,without,0.95
two,one_slider,numeral,undefined,many,dinosaurs,492,3.2778833333333335,3,without,0.05
four,one_slider,numeral,undefined,none,butterflies,493,1.8091833333333334,3,with,0.98
four,one_slider,every,undefined,many,frogs,494,2.7470166666666667,3,with,0.96
four,one_slider,numeral,undefined,all,dinosaurs,495,1.6859166666666667,3,without,0.96
four,one_slider,numeral,undefined,many,lions,496,1.1730333333333334,3,without,0.82
four,one_slider,every,undefined,all,butterflies,497,2.21925,3,with,0.94
two,one_slider,numeral,undefined,none,dinosaurs,498,2.485733333333333,3,without,0
two,one_slider,every,undefined,many,dinosaurs,499,1.2863666666666667,3,without,1
two,one_slider,every,undefined,none,lions,500,2.2668666666666666,3,without,1
two,one_slider,numeral,undefined,many,dinosaurs,501,1.8379833333333333,3,with,0.18
four,one_slider,numeral,undefined,none,dinosaurs,502,3.2498833333333335,3,with,0.97
two,one_slider,numeral,undefined,none,frogs,503,1.53895,3,without,0.86
two,one_slider,numeral,undefined,none,frogs,504,2.2091666666666665,3,without,0.01
two,one_slider,numeral,undefined,none,lions,505,2.0113,3,without,0
two,one_slider,every,undefined,many,lions,506,1.02435,3,with,0.97
four,one_slider,numeral,undefined,none,dinosaurs,507,4.516516666666667,3,without,0.97
four,one_slider,every,undefined,all,dinosaurs,508,2.3640166666666667,3,with,0.97
two,one_slider,numeral,undefined,many,frogs,509,1.39705,3,with,1
four,one_slider,every,undefined,all,dinosaurs,510,1.4427,3,without,0.03
four,one_slider,every,undefined,none,lions,511,1.3392333333333333,3,without,0.77
two,one_slider,numeral,undefined,all,frogs,512,1.4938333333333333,3,with,0.08
four,one_slider,numeral,undefined,many,frogs,513,1.61465,3,with,0.93
two,one_slider,numeral,undefined,many,frogs,514,1.16375,3,without,0.02
four,one_slider,numeral,undefined,none,lions,515,3.3996833333333334,3,with,0.91
four,one_slider,every,undefined,none,lions,516,1.86665,3,without,0
four,one_slider,every,undefined,all,lions,517,0.7417,3,without,0.96
two,one_slider,every,undefined,all,butterflies,518,1.9495833333333332,3,with,0.99
two,one_slider,every,undefined,none,lions,519,2.7808,3,with,0.96
two,one_slider,numeral,undefined,all,dinosaurs,520,2.698566666666667,3,without,0.01
two,one_slider,numeral,undefined,none,frogs,521,1.36645,3,with,0.01
four,one_slider,numeral,undefined,none,dinosaurs,522,2.4159166666666665,3,without,0.99
four,one_slider,numeral,undefined,all,butterflies,523,3.2603,3,without,0.98
two,one_slider,numeral,undefined,many,lions,524,13.298983333333334,3,with,0.68
four,one_slider,every,undefined,many,frogs,525,1.88505,3,with,0.97
two,one_slider,numeral,undefined,many,lions,526,2.8615833333333334,3,with,0.99
two,one_slider,every,undefined,all,frogs,527,1.3151666666666666,3,with,0.47
four,one_slider,numeral,undefined,many,dinosaurs,528,1.6107833333333332,3,with,0.97
four,one_slider,numeral,undefined,none,lions,529,0.87635,3,without,0.97
two,one_slider,every,undefined,none,dinosaurs,530,1.41845,3,without,0.26
four,one_slider,every,undefined,many,dinosaurs,531,1.0894833333333334,3,with,0.96
two,one_slider,every,undefined,all,dinosaurs,532,2.7275666666666667,3,with,1
two,one_slider,numeral,undefined,many,lions,533,1.53065,3,with,0.19
two,one_slider,numeral,undefined,none,dinosaurs,534,3.02445,3,without,0.01
two,one_slider,every,undefined,many,frogs,535,3.4949166666666667,3,with,0.95
two,one_slider,every,undefined,all,butterflies,536,1.6221833333333333,3,with,0.96
four,one_slider,numeral,undefined,many,frogs,537,0.9048166666666667,3,without,0.89
four,one_slider,every,undefined,all,frogs,538,1.92295,3,without,0.66
four,one_slider,numeral,undefined,many,butterflies,539,1.1345,3,without,0.99
two,one_slider,every,undefined,all,dinosaurs,540,0.9214333333333333,3,without,0.95
four,one_slider,numeral,undefined,none,lions,541,2.1582833333333333,3,without,1
four,one_slider,numeral,undefined,many,lions,542,3.7624166666666667,3,with,1
four,one_slider,every,undefined,none,dinosaurs,543,1.9278666666666666,3,without,0.7
two,one_slider,every,undefined,none,frogs,544,1.5455333333333334,3,with,0.01
four,one_slider,numeral,undefined,all,dinosaurs,545,1.09615,3,without,0.93
two,one_slider,numeral,undefined,none,lions,546,14.602033333333333,3,with,0.52
four,one_slider,numeral,undefined,all,dinosaurs,547,2.3836,3,without,0.95
two,one_slider,numeral,undefined,many,butterflies,548,1.5809,3,without,0.04
four,one_slider,numeral,undefined,many,dinosaurs,549,2.67565,3,without,1
two,one_slider,numeral,undefined,none,dinosaurs,550,1.9182,3,without,0.02
two,one_slider,numeral,undefined,all,butterflies,551,2.1068333333333333,3,without,0
four,one_slider,every,undefined,many,dinosaurs,552,2.1336666666666666,3,with,0.96
two,one_slider,numeral,undefined,many,butterflies,553,1.1652833333333332,3,with,0.62
two,one_slider,every,undefined,all,frogs,554,1.05615,3,without,0.95
four,one_slider,every,undefined,none,lions,555,2.7886333333333333,3,without,0.49
four,one_slider,every,undefined,many,lions,556,3.8240333333333334,3,with,0.99
four,one_slider,numeral,undefined,none,butterflies,557,3.9999333333333333,3,with,0
four,one_slider,every,undefined,none,frogs,558,1.8017166666666666,3,without,0.36
four,one_slider,every,undefined,many,butterflies,559,1.9675333333333334,3,with,0
four,one_slider,every,undefined,all,frogs,560,2.418833333333333,3,with,0.78
two,one_slider,numeral,undefined,many,lions,561,1.4661166666666667,3,without,0
four,one_slider,every,undefined,many,butterflies,562,2.3804,3,without,0.94
four,one_slider,numeral,undefined,none,lions,563,1.6587833333333333,3,with,1
two,one_slider,numeral,undefined,many,butterflies,564,0.99535,3,with,0.04
four,one_slider,every,undefined,none,butterflies,565,1.8478,3,without,0.98
four,one_slider,every,undefined,none,butterflies,566,1.92485,3,without,0.06
four,one_slider,every,undefined,all,butterflies,567,1.4850166666666667,3,without,1
four,one_slider,numeral,undefined,many,frogs,568,1.6644,3,without,0.98
four,one_slider,every,undefined,none,lions,569,1.3398666666666668,3,without,0.14
two,one_slider,numeral,undefined,many,frogs,570,2.2977,3,with,0.04
two,one_slider,every,undefined,all,butterflies,571,2.2655666666666665,3,without,1
four,one_slider,numeral,undefined,many,frogs,572,1.7566166666666667,3,without,0.96
two,one_slider,numeral,undefined,all,dinosaurs,573,2.3884833333333333,3,with,0.02
two,one_slider,every,undefined,many,lions,574,1.17755,3,with,1
four,one_slider,every,undefined,none,butterflies,575,1.139,3,with,0.05
two,one_slider,every,undefined,many,butterflies,576,1.1517833333333334,3,without,0.86
two,one_slider,numeral,undefined,none,dinosaurs,577,3.3558333333333334,3,with,0
four,one_slider,numeral,undefined,none,lions,578,1.7467666666666666,3,with,0.99
four,one_slider,every,undefined,all,dinosaurs,579,1.4229333333333334,3,without,0.99
four,one_slider,every,undefined,all,lions,580,1.7842333333333333,3,with,0.98
four,one_slider,every,undefined,none,dinosaurs,581,1.8042333333333334,3,with,0.98
two,one_slider,every,undefined,none,dinosaurs,582,2.1019,3,without,0
two,one_slider,every,undefined,many,frogs,583,2.9344833333333336,3,with,0.97
two,one_slider,numeral,undefined,all,butterflies,584,1.5932,3,with,0.04
two,one_slider,numeral,undefined,none,dinosaurs,585,0.8347,3,with,0
two,one_slider,numeral,undefined,none,frogs,586,2.72045,3,with,0.03
four,one_slider,numeral,undefined,all,dinosaurs,587,1.0263833333333334,3,with,0.98
four,one_slider,every,undefined,none,dinosaurs,588,2.1081666666666665,3,with,0
two,one_slider,every,undefined,none,frogs,589,2.297083333333333,3,without,0.75
four,one_slider,numeral,undefined,many,dinosaurs,590,2.9736666666666665,3,with,0.25
two,one_slider,numeral,undefined,many,lions,591,1.3739833333333333,3,without,0.02
two,one_slider,numeral,undefined,all,lions,592,2.3342,3,with,0.05
four,one_slider,every,undefined,many,butterflies,593,1.9670833333333333,3,without,0.76
four,one_slider,numeral,undefined,all,frogs,594,2.43065,3,with,1
four,one_slider,numeral,undefined,all,butterflies,595,1.2150333333333334,3,without,0.82
four,one_slider,every,undefined,none,lions,596,2.5582166666666666,3,with,0
four,one_slider,every,undefined,none,frogs,597,2.2575666666666665,3,without,0.99
four,one_slider,every,undefined,none,frogs,598,2.5265666666666666,3,without,0.51
four,one_slider,numeral,undefined,all,butterflies,599,1.9179833333333334,3,without,0.98
