,QUD,context,item,number,quantifier,response,slide_number,trial_type,language,enjoyment,age,gender,education,comments,describe,school,classes,college,lived,years,family,level,Browser,OS,screenH,screenW,time_in_minutes,participant_id,assess
0,all,without,leones,four,numeral,0.81,3,one_slider,Español,1,39,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,895,424,7.929733333333333,131,Yes
0,many,without,ranas,four,numeral,0.81,3,one_slider,,1,26,Male,4,,SpanSpan,most,noclasses,mostsem,neverlived,neverlived,span,near native,Chrome,Linux,732,412,3.4344833333333336,132,No
0,none,with,mariposas,two,numeral,0.02,3,one_slider,Español,1,56,Male,3,No tengo ningun comentario en este momento. Gracias.,SpanEng,most,yes,midsem,both8,mostlive,eng,native,Chrome,Mac,800,1280,5.3347,133,Yes
0,many,without,dinosaurios,two,every,0.94,3,one_slider,Español,2,28,Female,4,,SpanEng,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,2.5286,134,Yes
0,none,with,leones,two,numeral,0.09,3,one_slider,Español,1,32,Male,3,,SpanSpan,mid,no,onesem,both8,mostlive,span,native,Chrome,Linux,851,393,3.304133333333333,135,Confused
0,none,with,mariposas,two,numeral,0.24,3,one_slider,Español,2,2u,Male,3,,SpanEng,none,no,nocollege,neverlived,neverlived,span,near native,Chrome,Linux,846,412,6.619466666666667,136,Yes
0,none,without,ranas,two,every,0.44,3,one_slider,Español,2,34,Female,4,,SpanSpan,,,,both8,mostlive,span,native,Safari,Mac,1024,768,2.649783333333333,137,Yes
0,all,with,leones,two,every,1.0,3,one_slider,,2,,,-1,:D,,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,1.3224666666666667,138,
0,all,with,leones,two,numeral,0.0,3,one_slider,Español,2,,,-1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.8087666666666666,139,
0,many,without,dinosaurios,four,every,0.39,3,one_slider,Español,2,19,Female,3,"Instrucciones claras y ejercicio sencillo de comprensión, interactivo y fácil.",SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,720,360,3.1849166666666666,140,Yes
0,all,without,mariposas,two,numeral,0.0,3,one_slider,Español,2,20,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.2868666666666666,141,Yes
0,many,with,ranas,two,numeral,1.0,3,one_slider,Spanish,2,39,Male,4,,SpanEng,none,noclasses,nocollege,under8,mostlive,span,native,Chrome,Mac,960,1280,4.722783333333333,142,Yes
0,all,with,leones,two,numeral,0.42,3,one_slider,Español ,1,26,Male,3,El uso de negativos innecesarios para preguntas condicionantes es erróneo pues deja espacio a reinterpretaciones en personas descuidadas. ,SpanSpan,none,no,nocollege,under8,mostlive,span,native,Chrome,Windows,768,1366,4.661783333333333,143,Yes
0,all,without,leones,four,every,0.99,3,one_slider,Español,2,42,Male,3,Me ha parecido fácil de responder,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,7.031433333333333,144,Yes
0,none,without,ranas,four,numeral,1.0,3,one_slider,Español,1,27,Male,3,Curioso,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,8.768416666666667,145,Yes
0,many,without,mariposas,two,every,0.94,3,one_slider,Español,1,26,Male,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,667,375,3.36955,146,Yes
0,none,without,mariposas,four,every,0.89,3,one_slider,Español,1,22,Female,4,,SpanSpan,most,noclasses,nocollege,under8,mostlive,span,native,Chrome,Linux,640,360,5.403816666666667,147,Yes
0,all,without,mariposas,two,every,1.0,3,one_slider,España,1,22,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,1.8981333333333332,148,Yes
0,none,with,leones,four,numeral,1.0,3,one_slider,Español,1,21,Male,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.763066666666667,149,Yes
0,all,with,ranas,four,numeral,0.99,3,one_slider,Español,2,33,Male,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,3.5759166666666666,150,Yes
0,all,with,ranas,four,every,1.0,3,one_slider,Español,0,25,Male,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.0465833333333334,151,Yes
0,all,with,dinosaurios,four,every,0.92,3,one_slider,Español ,2,27,Male,3,Todo excelente ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,896,414,2.39625,152,Yes
0,many,without,mariposas,two,numeral,0.93,3,one_slider,Español,2,30,Female,4,Tal vez agregando otro enunciado para ver la capacidad de análisis en oraciones más intrincadas,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,4.070316666666667,153,Yes
0,none,with,mariposas,four,numeral,0.94,3,one_slider,espanol,1,47,Male,4,,SpanSpan,,no,nocollege,both8,mostlive,spaneng,native,Firefox,Windows,720,1280,4.287733333333334,154,Yes
0,many,with,mariposas,two,numeral,0.65,3,one_slider,español,2,21,Female,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.209,155,Yes
0,all,with,dinosaurios,two,every,0.0,3,one_slider,Español,2,23,Female,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,570,320,3.9344166666666665,156,Yes
0,many,with,leones,two,numeral,1.0,3,one_slider,Castellano,1,60,Female,2,Interesante. Tienen mas?,SpanEng,none,,nocollege,under8,mostlive,eng,native,Firefox,Mac,800,1280,6.98965,157,Yes
0,none,with,ranas,two,numeral,0.0,3,one_slider,Español,2,24,Male,4,Una forma interesante y didactica de probar la comprension,SpanEng,most,yes,nocollege,under8,mostlive,span,native,Chrome,Windows,1080,1920,3.7148666666666665,158,Yes
0,all,without,ranas,four,every,1.0,3,one_slider,Español,1,30,Male,3,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.0004833333333334,159,Yes
0,many,with,leones,four,every,0.0,3,one_slider,Español,1,26,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,640,320,3.10445,160,Yes
0,all,without,ranas,four,every,1.0,3,one_slider,Español,2,23,Male,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,5.1794,161,Yes
0,many,with,ranas,four,numeral,0.7,3,one_slider,español,2,19,Female,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.9556,162,Yes
0,all,without,dinosaurios,four,every,0.84,3,one_slider,español,1,27,Female,3,,SpanSpan,mid,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,768,1366,2.42535,163,Yes
0,many,with,ranas,two,numeral,1.0,3,one_slider,Español,2,21,Male,1,"Al principio me parecio un poco confuso el hecho de que la Rana decidio saltar la roca pero no dice que la salto, bastante interesante el experimento.",SpanSpan,most,yes,onesem,both8,mostlive,span,native,Firefox,Windows,768,1366,6.01275,164,Yes
0,many,with,leones,two,numeral,0.2,3,one_slider,Español,1,22,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,2.4221166666666667,165,No
0,many,without,dinosaurios,four,numeral,0.97,3,one_slider,español,1,44,Female,4,La respuesta es correcta aunque no responde directamente a la pregunta. Al indicar los dinosaurios que no comieron insectos se deduce cuántos sí los comieron.,SpanEng,none,noclasses,nocollege,under8,mostlive,span,native,Chrome,Windows,768,1366,3.279333333333333,166,Yes
0,none,without,ranas,two,every,0.81,3,one_slider,Español,1,19,Female,1,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Firefox,Windows,864,1536,3.7811166666666667,167,Yes
0,many,with,dinosaurios,two,numeral,0.2,3,one_slider,español,2,27,Female,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,5.31065,168,Yes
0,many,without,ranas,two,every,0.0,3,one_slider,ingles,1,22,Female,2,,SpanEng,mid,yes,nocollege,neverlived,neverlived,span,basic,Chrome,Windows,1080,1920,7.157983333333333,169,Yes
0,none,without,ranas,two,every,0.02,3,one_slider,México,1,45,Female,1,,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,int,Chrome,Windows,768,1366,6.421766666666667,170,No
0,none,with,leones,two,every,1.0,3,one_slider,Espàñol,1,30,Male,4,"Es ambiguo, y hay algunas faltas de ortografía",SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,3.8761833333333335,171,Yes
0,all,with,dinosaurios,two,every,0.87,3,one_slider,Español,1,21,Male,0,,SpanSpan,none,no,nocollege,both8,mostlive,span,int,Chrome,Windows,864,1536,1.01125,172,Yes
0,all,with,ranas,two,numeral,0.23,3,one_slider,español,1,43,Female,4,muy simple,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,3.7493833333333333,173,Yes
0,many,with,ranas,four,numeral,1.0,3,one_slider,Español,2,35,Male,2,Curioso experimento,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Windows,768,1024,3.4823166666666667,174,Yes
0,all,without,ranas,four,every,0.98,3,one_slider,espanol,2,64,Male,3,Este experimento es bueno para evaluar el nivel de conocimineto de una persona sobre el idioma espanol,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1440,3.5601166666666666,175,Yes
0,none,with,leones,two,numeral,0.77,3,one_slider,español,1,26,Male,3,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Mac,900,1440,2.98685,176,Yes
0,none,without,dinosaurios,four,numeral,1.0,3,one_slider,Espanol,1,46,Male,4,"Bien, a pesar de no haber muchas preguntas me ha gustado",SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1537,8.844533333333333,177,Yes
0,none,with,dinosaurios,four,every,0.64,3,one_slider,Espanol,1,29,Male,2,,SpanEng,none,no,nocollege,under8,midlive,span,native,Chrome,Windows,768,1366,3.5191833333333333,178,Yes
0,many,with,dinosaurios,two,every,0.0,3,one_slider,Español,1,22,Male,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.5824,179,Yes
0,none,with,dinosaurios,two,numeral,0.51,3,one_slider,español,1,29,Male,2,buen ejercicio de lectura y compreension,SpanSpan,most,no,nocollege,under8,mostlive,span,advanced,Chrome,Windows,768,1366,4.2209666666666665,180,Yes
0,none,without,dinosaurios,four,every,0.55,3,one_slider,espanhol,1,23,Female,3,,SpanEng,most,yes,nocollege,under8,midlive,,advanced,Chrome,Windows,720,1280,3.3823,181,Yes
0,many,with,mariposas,two,every,0.92,3,one_slider,Español,1,,Female,4,,SpanSpan,none,no,nocollege,under8,mostlive,span,advanced,Chrome,Linux,640,320,3.1780333333333335,182,Yes
0,many,without,mariposas,two,numeral,0.17,3,one_slider,Español,2,27,Male,3,Buen experimento,SpanSpan,most,no,nocollege,both8,mostlive,spaneng,native,Chrome,Linux,780,360,3.642316666666667,183,Yes
0,none,with,leones,two,numeral,0.02,3,one_slider,Chile,1,27,Male,3,,SpanSpan,none,no,mostsem,both8,mostlive,span,native,Chrome,Windows,768,1366,1.57345,184,Yes
0,none,with,mariposas,four,numeral,0.71,3,one_slider,Español,1,22,Male,3,"Mi respuesta se basa en el concepto de los silogismos, en el cual tiene razón el elefante pese a no responder a la pregunta que se le ha realizado. Es un caso de ""¿A dónde vas? / Manzanas traigo"" en el cual dice algo cierto, aunque no sea lo esperado.",SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,864,1536,3.677983333333333,185,Yes
0,many,without,ranas,four,numeral,0.22,3,one_slider,español,1,26,Female,3,,SpanSpan,most,yes,midsem,both8,mostlive,span,native,Chrome,Windows,1080,1920,1.9169,186,Confused
0,many,with,leones,four,every,1.0,3,one_slider,,2,,,-1,,,,,mostsem,under8,mostlive,span,native,Chrome,Linux,851,393,3.37755,187,
0,all,with,mariposas,two,numeral,0.0,3,one_slider,español,1,37,Female,3,Espero haber servido de ayuda. Ánimo y suerte.,SpanSpan,none,noclasses,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,768,1366,2.521916666666667,188,Yes
0,many,without,leones,two,numeral,0.01,3,one_slider,Español,2,18,Male,1,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,753,424,3.16165,189,Yes
0,many,without,mariposas,four,numeral,0.86,3,one_slider,Español,2,41,Female,4,,SpanSpan,,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1440,2.9540333333333333,190,Yes
0,many,with,dinosaurios,four,numeral,0.98,3,one_slider,Español,2,22,Male,1,"Me atrajo la manera en que se me construyó el ejercicio, lo que no me gustó es que usaran peluches para el ejercicio, porque al leerlo me imaginé elefantes de caricatura y ver una mano humana fue un poco desgarrador.",SpanSpan,small,no,mostsem,both8,mostlive,span,native,Chrome,Windows,900,1600,4.127433333333333,191,Yes
0,many,with,ranas,four,every,0.02,3,one_slider,,-1,,,-1,,,,,,,,,,Chrome,Linux,814,376,4.549383333333333,192,
0,many,without,mariposas,four,every,0.5,3,one_slider,Español,0,29,Female,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,3.8213333333333335,193,Yes
0,many,without,mariposas,two,every,0.0,3,one_slider,Español,2,29,Male,3,,SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,768,1366,2.77935,194,Yes
0,many,with,ranas,four,numeral,1.0,3,one_slider,español,2,25,Male,3,"Creo que elefante intentó responder de una forma distinta pero que se dirigia a la respuesta verdadera, dependía de la interpretación de tiburón,",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.534783333333333,195,Yes
0,all,with,leones,two,numeral,0.25,3,one_slider,Español,1,21,Male,2,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.2240166666666665,196,Yes
0,none,with,ranas,four,every,0.99,3,one_slider,Español,1,26,Female,4,Es un poco enredado pero supongo que de eso se trata.,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Safari,iPhone/iPod,896,414,4.7972166666666665,197,Yes
0,none,without,mariposas,two,every,0.7,3,one_slider,,1,,,-1,,SpanEng,small,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.6059,198,
0,many,without,mariposas,four,numeral,0.76,3,one_slider,Espanol,2,28,Female,1,,SpanEng,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.548566666666667,199,Yes
0,many,with,dinosaurios,four,every,0.98,3,one_slider,España,1,46,Female,4,ha sido entretenido,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Mac,1050,1680,2.35645,200,Yes
0,many,without,mariposas,two,every,0.84,3,one_slider,Español,1,36,Female,4,,SpanEng,most,yes,nocollege,both8,mostlive,spaneng,native,Safari,iPhone/iPod,812,375,22.155316666666668,201,Yes
0,all,without,leones,four,numeral,0.94,3,one_slider,español,2,27,Female,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,2.7314833333333333,202,Yes
0,none,with,leones,four,every,0.0,3,one_slider,Español,1,21,Female,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.06435,203,Yes
0,none,without,ranas,four,every,0.16,3,one_slider,Español,1,28,Male,4,,SpanSpan,none,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.5075833333333333,204,Yes
0,none,with,ranas,four,every,0.18,3,one_slider,español,2,29,Female,3,"esta super lindo, me encanta leer cuentos pero creo que elefante debe poner mas atención ",SpanEng,most,no,nocollege,over8,mostlive,span,native,Chrome,Windows,1080,1920,2.9114166666666668,205,Yes
0,none,with,dinosaurios,two,numeral,0.0,3,one_slider,Español,1,32,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,2.7063,206,Yes
0,many,without,ranas,two,numeral,0.03,3,one_slider,Español,1,28,Female,4,,SpanEng,most,yes,mostsem,both8,mostlive,span,native,Chrome,Linux,818,393,2.6500833333333333,207,Yes
0,many,without,dinosaurios,two,every,1.0,3,one_slider,Castellano,1,27,Female,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,3.3888833333333332,208,Yes
0,all,with,dinosaurios,two,every,0.42,3,one_slider,Español,2,25,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,14.280783333333334,209,Yes
0,none,with,dinosaurios,two,every,0.03,3,one_slider,Español,1,25,Male,4,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,720,360,6.25715,210,Yes
0,all,with,mariposas,four,every,0.95,3,one_slider,Español,1,22,Male,1,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,4.4563,211,Yes
0,many,with,mariposas,four,every,0.92,3,one_slider,Español,2,35,Male,3,Me gusto que tuviera imágenes y no solo texto ,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,640,360,4.018233333333334,212,Yes
0,many,without,mariposas,two,numeral,0.03,3,one_slider,espa;ol,2,49,Female,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,3.3190833333333334,213,Yes
0,all,without,mariposas,four,every,1.0,3,one_slider,,-1,19,Female,-1,,SpanSpan,,yes,,both8,mostlive,span,native,Chrome,Windows,768,1366,4.3145,214,Yes
0,all,with,dinosaurios,four,every,0.69,3,one_slider,Español,1,25,Female,3,"Sentí que no era una respuesta normal en español, sonaba más como respuesta traducida de inglés a español. ",SpanSpan,most,yes,mostsem,both8,mostlive,spaneng,native,Chrome,Windows,1080,1920,4.498216666666667,215,Yes
0,all,with,dinosaurios,four,numeral,0.96,3,one_slider,Español,1,42,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,534,320,4.02205,216,Yes
0,all,without,leones,four,every,0.61,3,one_slider,español,1,24,Male,3,,SpanSpan,most,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,864,1536,4.788983333333333,217,Yes
0,all,without,mariposas,four,every,1.0,3,one_slider,,2,,,-1,meparecio muy dinamico,,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1360,3.36705,218,
0,none,with,leones,two,numeral,1.0,3,one_slider,Español,1,23,Male,3,"Curiosa la forma en que en ocasiones las personas tergiversan lo solicitado y contestan o actúan la forma de actuar, cuando no se comprende lo solicitado. ",SpanSpan,most,no,nocollege,both8,mostlive,span,advanced,Chrome,Windows,900,1600,6.768183333333333,219,Yes
0,many,without,leones,four,every,0.93,3,one_slider,español,1,23,Female,3,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,900,1600,2.0700666666666665,220,Yes
0,many,without,mariposas,four,every,0.03,3,one_slider,Portugies,2,21,Female,4,,otherL2,mid,yes,nocollege,neverlived,neverlived,other,advanced,Chrome,Windows,768,1366,4.613,221,Yes
0,many,with,ranas,four,numeral,0.95,3,one_slider,España,1,38,Male,1,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.053916666666667,222,Yes
0,many,with,leones,two,numeral,0.94,3,one_slider,espanol,1,38,Female,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,advanced,Safari,Mac,1024,768,3.485116666666667,223,Yes
0,many,without,mariposas,four,every,0.86,3,one_slider,Español,2,19,Female,3,"Un experimento muy curioso la verdad, me ha gustado, rápido, entretenido y te hace pensar, muy bueno.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.4474833333333335,224,Yes
0,all,without,leones,two,every,0.48,3,one_slider,Español,1,23,Male,4,"Creo haber entendido que mi trabajo era asegurar que Elefante dijera bien las frases en español. Entonces que haya dicho ""Todos los leones no compraron una galleta"" no está del todo mal, porque aunque gramaticalmente no se escribiría así el mensaje se entiende. El juicio de valor que yo tenía que hacer, en si estaba bien escrito o no, yo coloqué el marcador en medio, por lo que les explicaba antes. Espero no haber errado. :) ",SpanSpan,most,yes,mostsem,both8,mostlive,span,native,Chrome,Windows,900,1600,10.4531,225,Yes
0,all,with,mariposas,four,numeral,0.98,3,one_slider,espanol,2,45,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Safari,Mac,800,1280,3.0629666666666666,226,Yes
0,all,without,mariposas,two,numeral,0.0,3,one_slider,español,2,,,-1,,SpanSpan,most,yes,midsem,under8,mostlive,span,native,Firefox,Windows,864,1536,3.6085833333333333,227,
0,none,without,ranas,four,numeral,1.0,3,one_slider,Español,2,30,Female,3,"Es un poco confuso, para la clasificación del libro la respuesta es curiosa, pero la pregunta finalmente solo preguntaba si tenia razón o no y efectivamente dijo lo que leyó.",SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,4.521966666666667,228,Yes
0,none,without,ranas,four,numeral,1.0,3,one_slider,español,2,28,Male,3,,SpanSpan,small,no,nocollege,under8,mostlive,spaneng,native,Firefox,Linux,1024,1280,6.068983333333334,229,Yes
0,many,with,leones,four,every,0.51,3,one_slider,Español,1,19,Male,1,Es un tanto confuso desde la plantación del cuento debido alas partes del elefante ayudando al león pero al inicio decía que era al revés y luego lo de la acomodación de los libros era innecesario.,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,5.69335,230,Yes
0,all,without,mariposas,two,numeral,0.0,3,one_slider,Español,2,21,Male,2,Muy interesante y simple para probar el nivel de español de las personas.,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,864,1536,3.2635,231,Yes
0,all,without,ranas,four,numeral,0.99,3,one_slider,Español,1,28,Female,3,Encontré algunos problemas con la redacción de las instrucciones que hicieron un poco confuso su entendimiento,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,3.95335,232,Yes
0,many,with,ranas,four,numeral,0.93,3,one_slider,Español ,1,26,Female,3,Ninguno,SpanSpan,none,no,nocollege,under8,mostlive,span,native,Safari,iPhone/iPod,896,414,3.5012333333333334,233,Yes
0,all,without,mariposas,two,every,0.99,3,one_slider,espanol,1,28,Male,4,,SpanSpan,none,yes,nocollege,under8,mostlive,span,native,Chrome,Windows,900,1600,6.82715,234,Yes
0,many,with,leones,four,every,0.25,3,one_slider,Español,1,34,Male,1,"Los usuarios de algunos países hispanoparlantes pueden tener problemas entendiendo las opciones a elegir sobre ""Nivel de educación"", dadas las diferencias entre sus sistemas educativos.",SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Firefox,Windows,1080,1920,8.56165,235,Yes
0,none,without,leones,four,numeral,0.83,3,one_slider,español,1,28,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.5044333333333335,236,Yes
0,all,without,mariposas,four,every,0.65,3,one_slider,Español,1,25,Female,3,,SpanSpan,most,no,nocollege,over8,mostlive,span,native,Chrome,Mac,1050,1680,2.118316666666667,237,Yes
0,none,with,mariposas,two,every,0.02,3,one_slider,español,1,28,Female,3,es muy facil de hacer,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Firefox,Windows,768,1366,5.123483333333334,238,Yes
0,none,without,dinosaurios,two,every,0.01,3,one_slider,Español,2,34,Male,3,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Linux,720,360,3.6426666666666665,239,Yes
0,all,with,dinosaurios,two,numeral,0.05,3,one_slider,español,2,31,Male,3,me gusto mucho el estilo de este cuestionario,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,5.177183333333334,240,Yes
0,none,without,mariposas,two,every,0.01,3,one_slider,Español,1,,,-1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Mac,900,1440,3.7369833333333333,241,
0,none,without,dinosaurios,two,every,1.0,3,one_slider,Español,1,20,Male,1,,SpanSpan,,yes,,both8,mostlive,span,native,Chrome,Windows,768,1366,2.5791333333333335,242,Yes
0,none,with,dinosaurios,four,numeral,0.99,3,one_slider,Español,2,25,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,800,1280,1.9813166666666666,243,Yes
0,none,with,dinosaurios,two,numeral,0.99,3,one_slider,Español,2,44,Male,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Linux,768,1024,3.0169333333333332,244,Yes
0,none,without,leones,two,every,0.78,3,one_slider,,-1,,Female,-1,,,,,,,,,,Safari,iPhone/iPod,736,414,5.863333333333333,245,Confused
0,many,without,dinosaurios,four,numeral,0.97,3,one_slider,España,1,33,Male,3,ES CURIOSO,SpanSpan,most,yes,nocollege,,mostlive,span,native,Chrome,Windows,768,1366,2.47775,246,Yes
0,none,without,leones,two,numeral,0.03,3,one_slider,Español,2,53,Female,4,Me parece demasiado sencillo; debe tener algo escondido que no logro ver.,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,720,1280,4.080733333333334,247,Yes
0,none,without,mariposas,two,every,1.0,3,one_slider,Español,2,24,Male,2,,SpanSpan,mid,yes,nocollege,both8,mostlive,spaneng,native,Firefox,Windows,1080,1920,3.0170166666666667,248,Yes
0,all,without,leones,two,numeral,0.83,3,one_slider,España,1,26,Male,3,ninguno,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.0881833333333333,249,Yes
0,none,with,leones,four,every,0.85,3,one_slider,español,2,37,Female,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Safari,Mac,1152,2048,2.700816666666667,250,Yes
0,all,without,dinosaurios,four,numeral,0.97,3,one_slider,Español,2,25,Female,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Linux,851,393,2.24475,251,Yes
0,none,without,dinosaurios,four,numeral,0.77,3,one_slider,Español,2,28,Male,4,,SpanSpan,most,no,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.6503,252,Yes
0,all,without,ranas,four,every,1.0,3,one_slider,España,1,21,Male,3,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,1.9822166666666667,253,Yes
0,many,without,ranas,four,numeral,1.0,3,one_slider,espanol,1,29,Female,4,,SpanSpan,most,yes,onesem,both8,mostlive,span,native,Chrome,Windows,768,1366,2.432933333333333,254,Yes
0,all,with,leones,two,every,1.0,3,one_slider,español,2,44,Female,4,,SpanSpan,most,yes,nocollege,both8,mostlive,span,native,Chrome,Windows,864,1536,3.1822833333333334,255,No
0,none,without,leones,two,every,0.97,3,one_slider,español,1,,,4,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1360,2.324316666666667,256,
0,many,without,dinosaurios,four,every,0.0,3,one_slider,Español,2,35,Female,3,,SpanEng,most,yes,nocollege,both8,mostlive,spaneng,native,Chrome,Windows,864,1536,3.1717,257,Yes
0,all,without,leones,four,every,0.63,3,one_slider,Español,1,18,Male,1,,SpanSpan,none,noclasses,nocollege,both8,mostlive,span,native,Chrome,Windows,1080,1920,2.300666666666667,258,Yes
0,all,with,ranas,four,every,0.7,3,one_slider,Español,1,25,Male,4,,SpanSpan,none,no,nocollege,both8,mostlive,span,native,Chrome,Windows,768,1366,2.718583333333333,259,Yes
0,many,without,leones,four,every,0.02,3,one_slider,Español ,1,26,Female,3,,SpanEng,mid,yes,onesem,neverlived,neverlived,spaneng,native,Safari,iPhone/iPod,812,375,7.93725,260,Yes
